DEPCOM;COM;PMUN;PCAP;PTOT
02409;Lappion;268;4;272
02410;Largny-sur-Automne;244;11;255
02411;Latilly;208;5;213
02412;Launoy;99;1;100
02413;Laval-en-Laonnois;250;4;254
02414;Lavaqueresse;202;5;207
02415;Laversine;159;4;163
02374;Lehaucourt;877;8;885
02416;Lemé;430;11;441
02417;Lempire;100;0;100
02418;Lerzy;213;4;217
02419;Leschelle;270;9;279
02420;Lesdins;832;12;844
02421;Lesges;102;1;103
02422;Lesquielles-Saint-Germain;810;7;817
02423;Leuilly-sous-Coucy;420;8;428
02424;Leury;106;0;106
02425;Leuze;173;3;176
02426;Levergies;545;10;555
02427;Lhuys;141;1;142
02428;Licy-Clignon;74;2;76
02429;Lierval;118;1;119
02430;Liesse-Notre-Dame;1298;106;1404
02431;Liez;391;10;401
02432;Limé;187;3;190
02433;Lislet;225;10;235
02435;Logny-lès-Aubenton;74;0;74
02438;Longpont;262;9;271
02440;Lor;142;0;142
02441;Louâtre;199;3;202
02442;Loupeigne;91;1;92
02443;Lucy-le-Bocage;195;7;202
02444;Lugny;114;0;114
02445;Luzoir;285;6;291
02446;Ly-Fontaine;121;1;122
02447;Maast-et-Violaine;147;5;152
02448;Mâchecourt;122;3;125
02449;Macogny;73;3;76
02450;Macquigny;376;2;378
02451;Magny-la-Fosse;125;1;126
02452;Maissemy;239;7;246
02453;Maizy;411;3;414
02454;La Malmaison;410;3;413
02455;Malzy;203;1;204
02456;Manicamp;307;4;311
02457;Marchais;435;3;438
02459;Marcy;173;8;181
02460;Marcy-sous-Marle;192;3;195
02461;Marest-Dampcourt;369;6;375
02462;Mareuil-en-Dôle;240;2;242
02463;Marfontaine;86;2;88
02464;Margival;370;2;372
02465;Marigny-en-Orxois;485;5;490
02467;Marizy-Saint-Mard;50;1;51
02466;Marizy-Sainte-Geneviève;130;0;130
02468;Marle;2268;37;2305
02469;Marly-Gomont;475;15;490
02470;Martigny;434;12;446
02471;Martigny-Courpierre;124;2;126
02472;Mauregny-en-Haye;420;4;424
02473;Mayot;211;1;212
02474;Mennessis;408;4;412
02476;Mennevret;651;12;663
02477;Mercin-et-Vaux;962;21;983
02478;Merlieux-et-Fouquerolles;259;8;267
02480;Mesbrecourt-Richecourt;305;2;307
02481;Mesnil-Saint-Laurent;476;16;492
02482;Meurival;52;0;52
02483;Mézières-sur-Oise;516;8;524
02484;Mézy-Moulins;517;8;525
02485;Missy-aux-Bois;97;3;100
02486;Missy-lès-Pierrepont;108;1;109
02487;Missy-sur-Aisne;640;18;658
02488;Molain;152;1;153
02489;Molinchart;329;8;337
02490;Monampteuil;131;7;138
02491;Monceau-le-Neuf-et-Faucouzy;319;9;328
02493;Monceau-le-Waast;220;6;226
02492;Monceau-lès-Leups;473;7;480
02494;Monceau-sur-Oise;128;2;130
02495;Mondrepuis;1040;15;1055
02496;Monnes;104;0;104
02497;Mons-en-Laonnois;1152;28;1180
02503;Mont-d'Origny;847;4;851
02520;Mont-Notre-Dame;736;7;743
02522;Mont-Saint-Jean;75;2;77
02523;Mont-Saint-Martin;74;2;76
02524;Mont-Saint-Père;700;14;714
02498;Montaigu;761;10;771
02499;Montbavin;44;2;46
02500;Montbrehain;810;19;829
02501;Montchâlons;84;2;86
02502;Montcornet;1338;9;1347
02504;Montescourt-Lizerolles;1648;31;1679
02505;Montfaucon;203;5;208
02506;Montgobert;193;6;199
02507;Montgru-Saint-Hilaire;32;1;33
02508;Monthenault;152;6;158
02509;Monthiers;161;4;165
02510;Monthurel;151;2;153
02511;Montigny-en-Arrouaise;291;4;295
02512;Montigny-l'Allier;274;5;279
02513;Montigny-le-Franc;142;2;144
02514;Montigny-Lengrain;702;16;718
02515;Montigny-lès-Condé;59;6;65
02516;Montigny-sous-Marle;63;1;64
02517;Montigny-sur-Crécy;315;5;320
02518;Montlevon;301;3;304
02519;Montloué;187;4;191
02521;Montreuil-aux-Lions;1369;14;1383
02525;Morcourt;574;14;588
02526;Morgny-en-Thiérache;89;3;92
02527;Morsain;444;9;453
02528;Mortefontaine;233;5;238
02529;Mortiers;187;1;188
02530;Moulins;76;1;77
02531;Moussy-Verneuil;123;1;124
02532;Moÿ-de-l'Aisne;975;18;993
02533;Muret-et-Crouttes;119;8;127
02534;Muscourt;52;1;53
02535;Nampcelles-la-Cour;118;4;122
02536;Nampteuil-sous-Muret;103;1;104
02537;Nanteuil-la-Fosse;193;1;194
02538;Nanteuil-Notre-Dame;62;0;62
02539;Nauroy;703;9;712
02540;Nesles-la-Montagne;1230;35;1265
02541;Neufchâtel-sur-Aisne;423;7;430
02542;Neuflieux;91;2;93
02543;Neuilly-Saint-Front;2078;34;2112
02544;Neuve-Maison;611;14;625
02545;La Neuville-Bosmont;187;2;189
02546;La Neuville-en-Beine;197;3;200
02547;La Neuville-Housset;67;2;69
02548;La Neuville-lès-Dorengt;380;6;386
02549;Neuville-Saint-Amand;842;20;862
02550;Neuville-sur-Ailette;105;2;107
02551;Neuville-sur-Margival;117;0;117
02552;Neuvillette;186;9;195
02553;Nizy-le-Comte;244;4;248
02555;Nogent-l'Artaud;2167;47;2214
02554;Nogentel;1012;23;1035
02556;Noircourt;81;0;81
02557;Noroy-sur-Ourcq;130;0;130
02558;Le Nouvion-en-Thiérache;2602;28;2630
02559;Nouvion-et-Catillon;474;4;478
02560;Nouvion-le-Comte;249;9;258
02561;Nouvion-le-Vineux;165;3;168
02562;Nouvron-Vingré;225;2;227
02563;Noyales;167;3;170
02564;Noyant-et-Aconin;502;5;507
02566;Ognes;1113;22;1135
02567;Ohis;303;8;311
02568;Oigny-en-Valois;155;4;159
02569;Oisy;466;3;469
02570;Ollezy;184;0;184
02571;Omissy;714;81;795
02572;Orainville;507;9;516
02573;Orgeval;66;2;68
02574;Origny-en-Thiérache;1453;28;1481
02575;Origny-Sainte-Benoite;1685;16;1701
02576;Osly-Courtil;326;8;334
02577;Ostel;80;1;81
02578;Oulches-la-Vallée-Foulon;85;1;86
02579;Oulchy-la-Ville;122;9;131
02580;Oulchy-le-Château;823;10;833
02581;Paars;314;1;315
02582;Paissy;75;2;77
02583;Pancy-Courtecon;56;2;58
02584;Papleux;128;0;128
02585;Parcy-et-Tigny;256;7;263
02586;Parfondeval;142;6;148
02587;Parfondru;352;7;359
02588;Pargnan;74;3;77
02589;Pargny-Filain;259;0;259
02590;Pargny-la-Dhuys;170;4;174
02591;Pargny-les-Bois;131;1;132
02592;Parpeville;189;6;195
02593;Pasly;1019;20;1039
02594;Passy-en-Valois;148;7;155
02595;Passy-sur-Marne;126;2;128
02596;Pavant;781;15;796
02598;Pernant;650;22;672
02784;Petit-Verly;149;0;149
02599;Pierremande;279;2;281
02600;Pierrepont;370;6;376
02601;Pignicourt;197;2;199
02602;Pinon;1765;15;1780
02604;Pithon;83;1;84
02605;Pleine-Selve;172;4;176
02606;Le Plessier-Huleu;71;3;74
02607;Ploisy;77;2;79
02608;Plomion;462;2;464
02609;Ployart-et-Vaurseine;21;0;21
02610;Pommiers;688;11;699
02612;Pont-Arcy;127;1;128
02616;Pont-Saint-Mard;205;3;208
02613;Pontavert;610;9;619
02614;Pontru;251;10;261
02615;Pontruet;344;5;349
02617;Pouilly-sur-Serre;502;3;505
02618;Prémont;700;13;713
02619;Prémontré;661;0;661
02620;Presles-et-Boves;360;9;369
02621;Presles-et-Thierny;385;15;400
02622;Priez;52;0;52
02623;Prisces;103;3;106
02624;Proisy;274;65;339
02625;Proix;144;2;146
02626;Prouvais;319;7;326
02627;Proviseux-et-Plesnoy;120;3;123
02628;Puiseux-en-Retz;214;6;220
02629;Puisieux-et-Clanlieu;289;9;298
02631;Quierzy;420;6;426
02632;Quincy-Basse;60;1;61
02633;Quincy-sous-le-Mont;61;0;61
02634;Raillimont;79;4;83
02635;Ramicourt;150;5;155
02636;Regny;201;5;206
02637;Remaucourt;299;10;309
02638;Remies;235;1;236
02639;Remigny;351;8;359
02640;Renansart;164;4;168
02641;Renneval;113;3;116
02642;Résigny;186;1;187
02643;Ressons-le-Long;772;8;780
02644;Retheuil;359;13;372
02645;Reuilly-Sauvigny;201;9;210
02647;Ribeauville;63;0;63
02648;Ribemont;1982;27;2009
02649;Rocourt-Saint-Martin;289;4;293
02650;Rocquigny;361;5;366
02651;Rogécourt;105;1;106
02652;Rogny;112;1;113
02653;Romeny-sur-Marne;504;13;517
02654;Romery;82;1;83
02655;Ronchères;112;3;115
02656;Roucy;394;11;405
02657;Rougeries;243;4;247
02658;Roupy;230;7;237
02659;Rouvroy;510;12;522
02660;Rouvroy-sur-Serre;39;2;41
02661;Royaucourt-et-Chailvet;252;3;255
02662;Rozet-Saint-Albin;309;11;320
02663;Rozières-sur-Crise;227;5;232
02664;Rozoy-Bellevalle;116;3;119
02666;Rozoy-sur-Serre;1007;15;1022
02667;Saconin-et-Breuil;228;7;235
02668;Sains-Richaumont;1043;20;1063
02670;Saint-Algis;156;0;156
02671;Saint-Aubin;291;5;296
02672;Saint-Bandry;267;4;271
02673;Saint-Christophe-à-Berry;447;5;452
02674;Saint-Clément;50;0;50
02676;Saint-Erme-Outre-et-Ramecourt;1726;37;1763
02677;Saint-Eugène;244;2;246
02679;Saint-Gengoulph;148;4;152
02680;Saint-Gobain;2282;38;2320
02681;Saint-Gobert;267;5;272
02682;Saint-Mard;112;3;115
02683;Saint-Martin-Rivière;115;3;118
02684;Saint-Michel;3417;58;3475
02685;Saint-Nicolas-aux-Bois;119;1;120
02686;Saint-Paul-aux-Bois;389;4;393
02687;Saint-Pierre-Aigle;334;9;343
02688;Saint-Pierre-lès-Franqueville;53;2;55
02689;Saint-Pierremont;43;1;44
02691;Saint-Quentin;53816;1282;55098
02693;Saint-Rémy-Blanzy;219;3;222
02694;Saint-Simon;635;8;643
02695;Saint-Thibaut;78;0;78
02696;Saint-Thomas;80;4;84
02675;Sainte-Croix;130;1;131
02678;Sainte-Geneviève;71;0;71
02690;Sainte-Preuve;82;1;83
02697;Samoussy;387;4;391
02698;Sancy-les-Cheminots;100;2;102
02699;Saponay;289;5;294
02701;Saulchery;724;8;732
02702;Savy;609;22;631
02703;Seboncourt;1097;12;1109
02704;Selens;250;4;254
02705;La Selve;217;6;223
02706;Septmonts;560;11;571
02439;Les Septvallons;1180;20;1200
02707;Septvaux;179;0;179
02708;Sequehart;209;8;217
02709;Serain;405;9;414
02710;Seraucourt-le-Grand;769;17;786
02711;Serches;309;7;316
02712;Sergy;151;3;154
02713;Seringes-et-Nesles;276;4;280
02714;Sermoise;349;2;351
02716;Servais;287;6;293
02715;Serval;52;2;54
02717;Séry-lès-Mézières;576;11;587
02718;Silly-la-Poterie;126;2;128
02719;Sinceny;2040;42;2082
02720;Sissonne;2055;78;2133
02721;Sissy;476;2;478
02722;Soissons;28530;646;29176
02723;Soize;101;1;102
02724;Sommelans;61;1;62
02725;Sommeron;142;9;151
02726;Sommette-Eaucourt;193;1;194
02727;Sons-et-Ronchères;240;0;240
02728;Sorbais;274;4;278
02729;Soucy;97;1;98
02730;Soupir;273;6;279
02731;Le Sourd;168;2;170
02732;Surfontaine;102;0;102
02734;Taillefontaine;276;6;282
02735;Tannières;16;0;16
02736;Tartiers;166;5;171
02737;Tavaux-et-Pontséricourt;569;12;581
02738;Tergnier;13456;186;13642
02739;Terny-Sorny;330;6;336
02740;Thenailles;220;7;227
02741;Thenelles;550;5;555
02742;Thiernu;102;0;102
02743;Le Thuel;168;1;169
02744;Torcy-en-Valois;73;2;75
02745;Toulis-et-Attencourt;128;2;130
02746;Travecy;670;9;679
02747;Trefcon;85;0;85
02748;Trélou-sur-Marne;948;19;967
02749;Troësnes;224;7;231
02750;Trosly-Loire;613;11;624
02751;Trucy;145;3;148
02752;Tugny-et-Pont;275;4;279
02753;Tupigny;335;3;338
02754;Ugny-le-Gay;182;2;184
02755;Urcel;585;9;594
02756;Urvillers;659;11;670
02757;Vadencourt;540;9;549
02758;Vailly-sur-Aisne;2003;37;2040
02759;La Vallée-au-Blé;365;3;368
02760;La Vallée-Mulâtre;148;3;151
02053;Vallées en Champagne;570;5;575
02761;Variscourt;197;4;201
02762;Vassens;151;5;156
02763;Vasseny;215;4;219
02764;Vassogne;87;3;90
02765;Vaucelles-et-Beffecourt;265;9;274
02766;Vaudesson;238;6;244
02769;Vaux-Andigny;923;13;936
02772;Vaux-en-Vermandois;153;1;154
02768;Vauxaillon;540;6;546
02770;Vauxbuin;786;20;806
02767;Vauxrezis;324;3;327
02773;Vauxtin;39;0;39
02774;Vendelles;117;1;118
02775;Vendeuil;951;12;963
02776;Vendhuile;556;12;568
02777;Vendières;160;8;168
02778;Vendresse-Beaulne;102;1;103
02779;Vénérolles;223;3;226
02780;Venizel;1378;17;1395
02781;Verdilly;461;16;477
02782;Le Verguier;219;2;221
02785;Vermand;1092;31;1123
02786;Verneuil-sous-Coucy;129;3;132
02787;Verneuil-sur-Serre;254;2;256
02788;Versigny;468;7;475
02789;Vervins;2552;108;2660
02790;Vesles-et-Caumont;231;3;234
02791;Veslud;242;6;248
02792;Veuilly-la-Poterie;155;7;162
02793;Vézaponin;125;1;126
02794;Vézilly;185;4;189
02795;Vic-sur-Aisne;1645;31;1676
02796;Vichel-Nanteuil;87;0;87
02797;Viel-Arcy;179;1;180
02798;Viels-Maisons;1234;13;1247
02799;Vierzy;435;10;445
02800;Viffort;320;5;325
02801;Vigneux-Hocquet;268;3;271
02802;La Ville-aux-Bois-lès-Dizy;207;0;207
02803;La Ville-aux-Bois-lès-Pontavert;143;5;148
02817;Ville-Savoye;82;1;83
02804;Villemontoire;186;3;189
02805;Villeneuve-Saint-Germain;2490;43;2533
02360;Villeneuve-sur-Aisne;2704;36;2740
02806;Villeneuve-sur-Fère;285;6;291
02807;Villequier-Aumont;646;25;671
02808;Villeret;300;6;306
02809;Villers-Agron-Aiguizy;74;3;77
02810;Villers-Cotterêts;10872;437;11309
02812;Villers-Hélon;217;6;223
02813;Villers-le-Sec;267;8;275
02814;Villers-lès-Guise;169;1;170
02815;Villers-Saint-Christophe;435;12;447
02816;Villers-sur-Fère;527;6;533
02818;Villiers-Saint-Denis;1127;11;1138
02819;Vincy-Reuil-et-Magny;117;1;118
02820;Viry-Noureuil;1695;48;1743
02821;Vivaise;698;21;719
02822;Vivières;394;12;406
02823;Voharies;73;0;73
02824;Vorges;370;8;378
02826;Voulpaix;372;7;379
02827;Voyenne;324;2;326
02828;Vregny;93;0;93
02829;Vuillery;43;1;44
02830;Wassigny;959;16;975
02831;Watigny;379;6;385
02832;Wiège-Faty;200;5;205
02833;Wimy;487;7;494
02834;Wissignicourt;167;6;173
02565;Œuilly;290;3;293
03001;Abrest;2931;47;2978
03002;Agonges;309;14;323
03003;Ainay-le-Château;994;26;1020
03004;Andelaroche;258;7;265
03005;Archignat;336;4;340
03006;Arfeuilles;648;17;665
03007;Arpheuilles-Saint-Priest;356;7;363
03008;Arronnes;374;14;388
03009;Aubigny;139;29;168
03010;Audes;433;14;447
03011;Aurouër;413;9;422
03012;Autry-Issards;325;6;331
03013;Avermes;3966;98;4064
03014;Avrilly;135;3;138
03015;Bagneux;321;10;331
03016;Barberier;143;2;145
03017;Barrais-Bussolles;192;6;198
03018;Bayet;698;14;712
03019;Beaulon;1651;24;1675
03020;Beaune-d'Allier;291;7;298
03021;Bègues;227;2;229
03022;Bellenaves;1020;19;1039
03023;Bellerive-sur-Allier;8500;263;8763
03024;Bert;243;6;249
03025;Bessay-sur-Allier;1335;30;1365
03026;Besson;768;18;786
03027;Bézenet;948;23;971
03028;Billezois;379;9;388
03029;Billy;781;12;793
03030;Biozat;845;15;860
03031;Bizeneuille;294;9;303
03032;Blomard;247;3;250
03033;Bost;188;4;192
03034;Boucé;508;12;520
03035;Le Bouchaud;214;4;218
03036;Bourbon-l'Archambault;2559;73;2632
03037;Braize;257;3;260
03038;Bransat;512;7;519
03039;Bresnay;383;7;390
03040;Bressolles;1113;28;1141
03041;Le Brethon;325;12;337
03042;Le Breuil;532;17;549
03043;Broût-Vernet;1169;75;1244
03044;Brugheas;1484;33;1517
03045;Busset;910;20;930
03046;Buxières-les-Mines;1058;30;1088
03047;La Celle;413;10;423
03048;Cérilly;1311;24;1335
03049;Cesset;416;10;426
03050;La Chabanne;186;11;197
03051;Chambérat;305;6;311
03052;Chamblet;1097;29;1126
03053;Chantelle;1077;23;1100
03054;Chapeau;232;6;238
03055;La Chapelaude;1007;15;1022
03056;La Chapelle;370;13;383
03057;La Chapelle-aux-Chasses;210;3;213
03058;Chappes;229;6;235
03059;Chareil-Cintrat;358;7;365
03060;Charmeil;983;16;999
03061;Charmes;398;6;404
03062;Charroux;362;8;370
03063;Chassenard;989;21;1010
03064;Château-sur-Allier;179;2;181
03065;Châtel-de-Neuvre;542;9;551
03066;Châtel-Montagne;347;5;352
03067;Châtelperron;146;4;150
03068;Châtelus;108;1;109
03069;Châtillon;314;6;320
03070;Chavenon;134;1;135
03071;Chavroches;247;3;250
03072;Chazemais;495;12;507
03073;Chemilly;639;12;651
03074;Chevagnes;663;16;679
03075;Chezelle;175;2;177
03076;Chézy;243;5;248
03077;Chirat-l'Église;128;3;131
03078;Chouvigny;227;8;235
03079;Cindré;301;8;309
03080;Cognat-Lyonne;694;10;704
03081;Colombier;332;12;344
03082;Commentry;6239;188;6427
03083;Contigny;592;12;604
03084;Cosne-d'Allier;2039;34;2073
03085;Coulandon;650;62;712
03086;Coulanges;354;3;357
03087;Couleuvre;581;7;588
03088;Courçais;325;2;327
03089;Coutansouze;154;1;155
03090;Couzon;299;8;307
03091;Créchy;455;9;464
03092;Cressanges;626;15;641
03093;Creuzier-le-Neuf;1166;26;1192
03094;Creuzier-le-Vieux;3304;101;3405
03095;Cusset;12661;481;13142
03096;Deneuille-lès-Chantelle;81;2;83
03097;Deneuille-les-Mines;362;9;371
03098;Désertines;4422;86;4508
03099;Deux-Chaises;392;9;401
03100;Diou;1398;25;1423
03101;Domérat;8780;166;8946
03102;Dompierre-sur-Besbre;3040;57;3097
03103;Le Donjon;1069;27;1096
03104;Doyet;1183;31;1214
03105;Droiturier;336;7;343
03106;Durdat-Larequille;1328;118;1446
03107;Ébreuil;1265;29;1294
03108;Échassières;385;7;392
03109;Escurolles;775;32;807
03110;Espinasse-Vozelle;991;27;1018
03111;Estivareilles;1103;16;1119
03112;Étroussat;655;9;664
03113;Ferrières-sur-Sichon;552;17;569
03114;La Ferté-Hauterive;296;10;306
03115;Fleuriel;335;4;339
03116;Fourilles;195;5;200
03117;Franchesse;471;12;483
03118;Gannat;5832;200;6032
03119;Gannay-sur-Loire;409;4;413
03120;Garnat-sur-Engièvre;705;12;717
03121;Gennetines;670;15;685
03122;Gipcy;238;6;244
03124;Gouise;219;3;222
03125;La Guillermie;127;2;129
03158;Haut-Bocage;888;20;908
03126;Hauterive;1169;14;1183
03127;Hérisson;622;10;632
03128;Huriel;2646;56;2702
03129;Hyds;320;14;334
03130;Isle-et-Bardais;272;6;278
03131;Isserpent;534;13;547
03132;Jaligny-sur-Besbre;575;15;590
03133;Jenzat;508;15;523
03134;Laféline;197;3;200
03135;Lalizolle;380;9;389
03136;Lamaids;222;5;227
03137;Langy;272;6;278
03138;Lapalisse;3123;78;3201
03139;Laprugne;317;11;328
03140;Lavault-Sainte-Anne;1165;33;1198
03141;Lavoine;146;2;148
03142;Lenax;253;5;258
03143;Lételon;106;3;109
03144;Liernolles;213;8;221
03145;Lignerolles;742;13;755
03146;Limoise;156;35;191
03147;Loddes;164;2;166
03148;Loriges;350;9;359
03149;Louchy-Montfand;437;16;453
03150;Louroux-Bourbonnais;211;5;216
03151;Louroux-de-Beaune;165;3;168
03152;Louroux-de-Bouble;239;8;247
03154;Luneau;291;2;293
03155;Lurcy-Lévis;1893;39;1932
03156;Lusigny;1698;54;1752
03157;Magnet;989;17;1006
03159;Malicorne;796;14;810
03160;Marcenat;405;4;409
03161;Marcillat-en-Combraille;905;30;935
03162;Marigny;204;6;210
03163;Mariol;797;19;816
03164;Le Mayet-d'École;269;3;272
03165;Le Mayet-de-Montagne;1383;84;1467
03166;Mazerier;301;5;306
03167;Mazirat;282;4;286
03168;Meaulne-Vitray;889;15;904
03169;Meillard;318;6;324
03170;Meillers;136;6;142
03171;Mercy;261;3;264
03172;Mesples;124;2;126
03173;Molinet;1150;33;1183
03174;Molles;898;26;924
03175;Monestier;282;12;294
03176;Monétay-sur-Allier;524;10;534
03177;Monétay-sur-Loire;264;6;270
03179;Montaigu-le-Blin;302;10;312
03178;Montaiguët-en-Forez;313;8;321
03180;Montbeugny;681;11;692
03181;Montcombroux-les-Mines;313;3;316
03182;Monteignet-sur-l'Andelot;266;1;267
03183;Le Montet;467;4;471
03184;Montilly;508;8;516
03185;Montluçon;35653;1093;36746
03186;Montmarault;1521;23;1544
03187;Montoldre;632;9;641
03188;Montord;215;1;216
03189;Montvicq;720;24;744
03190;Moulins;19664;563;20227
03191;Murat;295;17;312
03192;Nades;153;4;157
03193;Nassigny;182;4;186
03194;Naves;119;2;121
03195;Néris-les-Bains;2553;93;2646
03196;Neuilly-en-Donjon;222;3;225
03197;Neuilly-le-Réal;1456;33;1489
03198;Neure;188;0;188
03200;Neuvy;1595;224;1819
03201;Nizerolles;314;14;328
03202;Noyant-d'Allier;627;16;643
03203;Paray-le-Frésil;389;10;399
03204;Paray-sous-Briailles;633;9;642
03205;Périgny;440;11;451
03206;La Petite-Marche;176;6;182
03207;Pierrefitte-sur-Loire;509;14;523
03208;Le Pin;411;7;418
03209;Poëzat;148;3;151
03210;Pouzy-Mésangy;402;10;412
03211;Prémilhat;2458;49;2507
03212;Quinssaines;1487;25;1512
03213;Reugny;249;3;252
03214;Rocles;380;3;383
03215;Rongères;565;13;578
03216;Ronnet;174;3;177
03217;Saint-Angel;754;35;789
03218;Saint-Aubin-le-Monial;266;8;274
03219;Saint-Bonnet-de-Four;212;4;216
03220;Saint-Bonnet-de-Rochefort;698;14;712
03221;Saint-Bonnet-Tronçais;725;9;734
03222;Saint-Caprais;90;5;95
03223;Saint-Christophe;466;15;481
03224;Saint-Clément;300;7;307
03225;Saint-Désiré;447;9;456
03226;Saint-Didier-en-Donjon;259;4;263
03227;Saint-Didier-la-Forêt;379;8;387
03228;Saint-Éloy-d'Allier;43;0;43
03229;Saint-Ennemond;626;18;644
03230;Saint-Étienne-de-Vicq;526;17;543
03231;Saint-Fargeol;190;5;195
03232;Saint-Félix;315;10;325
03233;Saint-Genest;407;7;414
03234;Saint-Gérand-de-Vaux;381;11;392
03235;Saint-Gérand-le-Puy;993;9;1002
03237;Saint-Germain-de-Salles;425;9;434
03236;Saint-Germain-des-Fossés;3656;66;3722
03238;Saint-Hilaire;543;5;548
03239;Saint-Léger-sur-Vouzance;265;10;275
03240;Saint-Léon;549;11;560
03241;Saint-Léopardin-d'Augy;362;43;405
03242;Saint-Loup;568;14;582
03244;Saint-Marcel-en-Marcillat;136;2;138
03243;Saint-Marcel-en-Murat;124;6;130
03245;Saint-Martin-des-Lais;123;1;124
03246;Saint-Martinien;602;13;615
03247;Saint-Menoux;1045;32;1077
03248;Saint-Nicolas-des-Biefs;171;2;173
03249;Saint-Palais;164;2;166
03250;Saint-Pierre-Laval;357;6;363
03251;Saint-Plaisir;379;11;390
03252;Saint-Pont;656;15;671
03253;Saint-Pourçain-sur-Besbre;418;10;428
03254;Saint-Pourçain-sur-Sioule;5160;120;5280
03255;Saint-Priest-d'Andelot;145;4;149
03256;Saint-Priest-en-Murat;223;7;230
03257;Saint-Prix;796;19;815
03258;Saint-Rémy-en-Rollat;1706;35;1741
03259;Saint-Sauvier;348;3;351
03260;Saint-Sornin;225;4;229
03262;Saint-Victor;2098;39;2137
03263;Saint-Voir;190;7;197
03264;Saint-Yorre;2561;53;2614
03261;Sainte-Thérence;184;7;191
03265;Saligny-sur-Roudon;681;79;760
03266;Sanssat;259;5;264
03267;Saulcet;693;25;718
03268;Saulzet;387;3;390
03269;Sauvagny;89;2;91
03270;Sazeret;148;5;153
03271;Serbannes;820;31;851
03272;Servilly;295;6;301
03273;Seuillet;508;7;515
03274;Sorbier;315;6;321
03275;Souvigny;1828;50;1878
03276;Sussat;101;6;107
03277;Target;254;12;266
03278;Taxat-Senat;196;4;200
03279;Teillet-Argenty;556;10;566
03280;Terjat;196;10;206
03281;Le Theil;404;4;408
03282;Theneuille;365;14;379
03283;Thiel-sur-Acolin;1125;16;1141
03284;Thionne;313;10;323
03285;Tortezais;175;3;178
03286;Toulon-sur-Allier;1135;34;1169
