CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP013056;2602;52623;80668;Marseille 15e Arrondissement;51,8;44,3;42,8;12,3;13,1;3;21,4;;12;12,6;232;455;42;133;20;37;14;13;;164;18;13;30;28;29;46;0
QP013057;2262;52623;80668;Marseille 15e Arrondissement;49,8;45,5;41,6;14,5;17,3;2,6;26,8;11,7;28,3;27,2;631;1847;169;210;42;210;104;35;;960;126;135;262;197;127;113;0
QP013058;14231;71489;104663;Marseille 2e Arrondissement, Marseille 15e Arrondissement;46,6;34,3;34;20,9;19,9;1,4;39,8;3,6;18,2;16,8;4855;10501;966;2549;329;1011;387;324;21;4293;781;698;1073;766;519;456;0
QP013059;1814;88277;141854;Marseille 14e Arrondissement, Marseille 15e Arrondissement;53,2;34,7;33,7;24;25,3;1,1;22,1;7,3;14,1;15,6;527;1302;94;237;35;161;68;21;;582;79;72;142;119;89;81;0
QP013060;1788;5470;16883;Marseille 16e Arrondissement;51,4;37;32,3;19,7;21;1,5;41,2;;;;506;1205;131;225;27;123;46;52;;547;83;88;137;105;68;66;0
QP013061;3048;3048;42937;Istres;54,3;36,4;34,5;19,9;18,8;1,5;32,5;;11,9;10,6;987;2237;275;445;52;215;83;70;;977;160;147;276;185;128;81;0
QP013062;1623;7392;25002;Miramas;55,3;45,5;45,7;;;3,9;22,2;6,2;18,8;19,2;412;1080;86;144;28;154;46;27;;489;66;74;132;107;61;49;0
QP013063;5769;7392;25002;Miramas;49,2;38,8;38,9;19,7;18,2;1,7;26;7,8;30,7;26,5;1360;3507;256;564;97;443;211;79;;1595;231;240;431;328;204;161;0
QP013064;1982;5987;74234;Marseille 9e Arrondissement;61,3;33,7;32,1;24,6;27,6;1,1;30,1;;7,5;;688;1540;170;340;42;136;61;30;;667;58;95;159;145;118;92;0
QP013065;1758;2289;60437;Marseille 12e Arrondissement;54,5;32,2;29,8;26,2;27,7;1;37;;8,8;9,4;629;1187;127;368;44;90;35;21;;424;55;63;105;75;65;61;0
QP014001;4125;15594;107229;Caen;55;42;34,6;18,4;22,4;1,9;39;3,9;14,4;13,3;1537;3461;402;730;92;313;118;85;24;1507;239;223;415;262;219;149;0
QP014002;3908;15848;111651;Caen, Fleury-sur-Orne;53,5;41,5;38,8;15,8;16,4;2,2;37;3,5;21,8;19,4;1396;2685;260;814;91;231;82;138;35;971;153;170;255;164;127;102;0
QP014003;4138;15608;118729;Caen, Ifs;52,7;34,8;31,5;18,7;22,7;1,6;46,1;;18,1;16,7;1827;3346;353;1085;146;243;96;73;;1140;210;189;290;180;156;115;0
QP014004;2159;15594;107229;Caen;50,1;34,9;34,5;17,4;;1,7;48,3;;21,4;19,1;767;1835;175;364;43;185;93;33;;836;152;128;203;152;109;92;0
QP014005;1532;15594;107229;Caen;53,2;42,3;37,6;19;;1,6;55,4;;;;550;1108;111;318;32;89;35;34;61;440;62;78;98;90;63;49;0
QP014006;1330;1330;5973;Colombelles;53,1;33,1;27,2;26,8;32,4;1;44,9;2,6;7;6,2;419;947;91;184;40;104;35;29;;390;53;44;104;79;56;54;0
QP014007;8624;8624;21393;Hérouville-Saint-Clair;53,9;41,7;37,7;17,5;21,1;1,8;42,7;3;13,1;11,4;3345;6833;641;1826;236;642;238;265;644;2610;400;428;672;497;326;287;0
QP014008;1343;1343;7676;Honfleur;54,7;42,7;38,6;14;16,4;2,6;30,6;5,6;4,2;3,2;;;;;;;;;;;;;;;;;5
QP014009;3522;3522;21132;Lisieux;58,3;39,4;33,5;23;27,1;1,4;41,7;;6;4,7;1110;2258;312;564;70;164;57;70;;915;116;139;247;186;139;88;0
QP015001;1218;1218;26572;Aurillac;49,6;35,2;29;;;;43,1;;22,3;21;359;707;64;204;39;52;20;23;;258;35;35;70;59;30;29;0
QP016001;3539;8005;41970;Angoulême;54,4;39,9;36,9;19,4;24,1;1,8;45,4;5,6;25,1;23,3;1180;2650;235;610;94;241;97;68;9;1130;182;198;300;196;128;126;0
QP016002;1923;8005;41970;Angoulême;54,4;32,3;27,5;21,6;24,1;1,3;51,7;2,9;15,6;13,6;793;1535;180;452;50;111;38;41;;585;91;94;148;100;72;80;0
QP016003;2543;8005;41970;Angoulême;52,4;40,4;37,2;16,7;19,5;1,8;55,5;;15,2;13,7;1018;1950;232;610;48;128;42;127;26;751;123;120;179;127;100;102;0
QP016004;1291;1291;7466;La Couronne;54,8;39,7;37,2;18,6;20,9;1,7;52,7;2,7;7,2;6,4;560;1070;139;321;30;70;19;62;28;406;52;60;120;84;56;34;0
QP016005;3286;3286;9366;Soyaux;55,4;39,6;35,6;19,5;23,8;1,7;44,6;4,4;17,1;16,4;1465;3301;315;694;129;327;134;82;;1378;258;222;367;241;143;147;0
QP016006;1898;1898;18705;Cognac;55,1;36,8;33,8;;;2;47,6;;9,3;8,5;703;1516;199;349;42;113;48;58;;660;112;107;178;127;79;57;0
QP017001;6123;13371;74344;La Rochelle;54,8;40;36,6;18,9;21,9;1,8;39,4;4,7;12;11,2;2097;4672;557;981;120;439;173;97;;2002;253;305;496;393;311;244;0
QP017002;5642;13371;74344;La Rochelle;52,8;37,1;34;17,5;20,5;1,7;42,9;3;17,2;16,5;1990;4007;440;1072;140;338;119;180;14;1530;230;236;396;272;207;189;0
QP017003;2087;2087;25601;Saintes;60,3;31,2;25,4;26;30,9;1;59;;;;957;1785;246;551;52;108;42;64;;664;94;99;168;131;104;68;0
QP017004;2362;3468;24761;Rochefort;49,9;29,3;27;21,5;25,9;1;57,7;;7;;1016;1661;155;673;79;109;31;102;23;472;74;65;107;110;75;41;0
QP017005;1106;3468;24761;Rochefort;57,4;46,3;44,1;;;3;22,1;;;;366;939;114;130;17;105;39;27;;443;60;70;127;81;60;45;0
QP017006;1207;1207;18138;Royan;55,8;25,5;21,4;40,3;42,8;0,5;53,2;;7;5,5;418;769;86;258;15;59;17;20;6;274;36;31;70;55;48;34;0
QP017007;1606;13371;74344;La Rochelle;55,8;31,4;28,6;21,1;24,6;1,2;54,9;0;;;689;1180;152;417;30;90;13;36;;375;68;59;84;67;49;48;0
QP018001;9503;11968;67189;Bourges;53;38,1;34,5;22,6;25,7;1,4;47,1;3,9;16,7;16,9;3177;6731;724;1649;219;585;238;221;55;2734;413;440;729;515;331;306;0
QP018002;2465;11968;67189;Bourges;53,6;37,2;30,9;13,9;;2,2;48;;11,7;8,7;995;2024;300;501;49;145;40;73;7;837;135;143;218;151;112;78;0
QP018003;1578;1578;10238;Saint-Amand-Montrond;54,2;30,3;27,3;25,5;30,4;0,9;55,4;;4,8;;569;993;104;363;36;66;22;37;8;332;54;37;84;69;51;37;0
QP018004;4581;4581;27113;Vierzon;54,3;33,3;29,7;21,9;27,1;1,2;54,5;;25,2;20,9;1584;2919;309;961;115;199;86;186;24;1032;194;173;263;178;129;95;0
QP019001;1144;5770;46794;Brive-la-Gaillarde;55,4;39,3;30,9;25,6;32;1,3;33;;4,6;;397;802;92;215;28;62;21;21;;319;34;41;91;74;45;34;0
QP019002;2912;5770;46794;Brive-la-Gaillarde;52,6;36,4;34,2;22,8;25,9;1,4;36,5;3,9;27,2;26,1;767;1964;122;302;80;263;101;33;;854;151;154;239;153;99;58;0
QP019003;1714;5770;46794;Brive-la-Gaillarde;54,9;40,6;38,2;20,2;22,5;1,6;44;;25,9;23,4;545;1267;103;257;55;130;57;41;7;538;78;84;163;112;63;38;0
QP021001;1665;1665;21838;Beaune;52,6;34,1;30;17,1;;1,7;39,3;;18,3;17,1;510;1049;111;256;35;108;42;32;;400;57;72;105;81;53;32;0
QP021002;4887;4887;13982;Chenôve;55,6;34,9;32,7;25;27,2;1,2;37,6;4,3;25;25,9;1566;3905;257;673;156;480;239;83;7;1717;279;286;467;334;203;148;0
QP021003;7466;11799;153003;Dijon;53,9;38,5;36,1;20,4;23;1,6;34,4;4,9;21,5;19,7;1978;4953;434;851;140;553;250;96;22;2277;343;350;579;441;325;239;0
QP021004;4333;11799;153003;Dijon;50,8;36,8;35,8;17;16,6;1,8;41,9;3,5;31,8;31,8;1603;3488;194;829;187;393;177;67;106;1297;253;241;361;228;121;93;0
QP021005;1192;1192;8981;Longvic;51,4;36,1;35,1;20,3;22,1;1,5;44,1;4,2;27,8;28,6;395;881;68;193;36;98;34;18;;346;57;53;97;60;50;29;0
QP021006;2576;2576;11131;Talant;53,3;43,2;39,9;13,3;13,3;2,7;39,5;7,1;18,7;18,3;1022;2323;229;473;61;259;92;47;;985;179;167;250;163;112;114;0
QP022001;993;1925;19627;Lannion;62,1;30,9;26,4;29,7;35;0,9;57;;;;390;676;95;241;19;35;10;20;;231;35;31;58;45;37;25;0
QP022002;932;1925;19627;Lannion;43,3;29,4;;;;;67,4;;10,5;;462;723;71;332;20;39;14;33;16;203;34;29;59;29;31;21;0
QP022003;998;998;11569;Ploufragan;53,2;34,1;28;17,7;22,5;;59;0;;;255;457;80;134;19;22;;18;;162;26;25;43;33;19;16;0
QP022004;1632;6943;45331;Saint-Brieuc;57,2;37,1;33,5;;;1,8;45,7;;13,9;;703;1438;168;364;50;121;51;45;6;571;84;105;148;108;73;53;0
QP022005;4128;6943;45331;Saint-Brieuc;55,1;39,9;35,6;20,3;24;1,6;54,2;2,9;19,4;17,5;1558;3148;338;872;104;244;99;104;114;1247;210;192;323;257;151;114;0
QP022006;1183;6943;45331;Saint-Brieuc;52,2;34,4;;;;1,3;59;;11,9;10,8;425;815;103;233;28;61;19;40;;302;58;59;80;50;34;21;0
QP022007;1208;1208;13990;Dinan;55,5;31,4;28;24,3;28,5;1,1;54,7;;4,4;3,8;461;924;134;245;19;63;21;25;;378;45;48;102;70;59;54;0
QP023001;1892;1892;13143;Guéret;54,9;35;27,9;21;27,7;1,4;56,3;;14,1;13,7;680;1292;144;404;37;95;41;58;7;478;93;88;113;76;63;45;0
QP024001;1775;5563;28063;Bergerac;56,8;35,5;29,9;26;30,3;1,2;38,5;;12,4;11;412;916;93;184;35;100;41;17;;372;40;65;110;74;54;29;0
QP024002;2655;5563;28063;Bergerac;55,4;28;24,3;29,4;36,3;0,7;66,4;;10,1;9,1;1151;1803;216;788;56;91;21;157;30;513;94;69;128;98;56;68;0
QP024003;1133;5563;28063;Bergerac;51,9;38;28,5;24,5;;1,3;33,7;1,1;10,3;9,6;297;674;69;121;32;75;27;16;;280;32;41;80;49;49;29;0
QP024004;1192;1288;8108;Coulounieix-Chamiers;50,6;36,9;35,2;18,8;22,5;1,6;54;3,9;22,6;20,8;427;856;88;236;32;71;25;29;;328;56;56;76;56;45;39;0
QP024005;1474;2666;38144;Coulounieix-Chamiers, Périgueux;54;33,9;30,9;23,2;25,6;1,2;43,3;;17,6;19,2;362;723;88;193;26;55;13;22;;274;34;28;68;55;47;42;0
QP025001;996;996;17398;Pontarlier;46,3;30,9;30;;;;50,8;;24,1;22,7;328;702;50;166;36;76;39;15;5;271;41;36;83;56;30;25;0
QP025002;1137;22880;116952;Besançon;52,6;47,7;43,7;13,9;15,3;2,8;41,9;12,3;19,7;17,4;;;;;;;;;;;;;;;;;3
QP025003;2938;22880;116952;Besançon;52,2;33,1;30,2;20,7;25;1,2;54,7;;18,5;18,1;1362;2470;205;855;83;219;78;97;28;809;139;135;205;147;98;85;0
QP025004;15286;22880;116952;Besançon;54;41,2;38,4;17,6;20,2;2;47,9;5,1;23,7;23,4;5643;13041;1110;2825;419;1289;588;395;286;5716;961;971;1514;1009;719;542;0
QP025005;1919;22880;116952;Besançon;54,2;42,9;38,4;;;1,8;51;;19,2;17,9;664;1329;138;353;51;122;45;61;60;499;88;93;121;94;59;44;0
QP025006;1600;22880;116952;Besançon;53,1;45;41,9;15,8;;2,4;29,2;;28,8;28;495;1255;99;219;34;143;63;49;12;579;99;100;144;110;66;60;0
QP025007;1840;1840;14552;Audincourt;49,4;39,4;39,4;18,1;;1,9;33,8;;20,8;22,1;557;1381;85;237;63;172;94;23;;591;86;98;172;116;66;53;0
QP025008;2907;2907;5806;Bethoncourt;52;39,3;39,4;21,1;21,9;1,6;27,9;7,3;25,5;27,2;721;1896;79;315;71;256;134;31;;843;134;141;258;157;86;67;0
QP025009;1191;1191;5480;Grand-Charmont;49,5;41,5;39,8;18,3;20,7;2;32,8;6,8;22,8;21,3;414;1050;57;182;38;137;67;40;;456;95;82;142;81;39;17;0
QP025010;2186;9599;25697;Montbéliard;50,8;32,7;32,1;20,1;;1,3;51,8;;18,8;22,1;827;1586;130;491;53;153;54;78;9;552;127;92;135;96;64;38;0
QP025011;7413;9599;25697;Montbéliard;52,9;37,7;35,6;22,6;23,9;1,4;41,7;4,5;24,2;23,2;1986;4999;342;865;168;611;316;79;23;2239;315;393;647;438;274;172;0
QP025012;1630;1630;3975;Sochaux;48,2;27;26,4;25,3;28,1;0,8;43,7;2,2;18,5;16;519;1003;64;315;43;97;41;21;;345;64;55;111;56;36;23;0
QP025013;2270;2270;10264;Valentigney;52,5;41,7;40,3;18,9;19,9;1,9;22,5;8,2;32,7;33,2;595;1702;66;202;75;252;134;20;;778;109;126;240;164;82;57;0
QP026001;2314;6111;33632;Romans-sur-Isère;48,7;35,1;34,7;20,9;24,4;1,2;57,7;;12,8;;639;1198;95;410;32;102;37;67;17;423;72;71;108;83;54;35;0
QP026002;2404;6653;36643;Montélimar;49,1;41,6;34,2;18,2;;2;31;;33,6;35,1;776;1891;134;334;85;223;100;29;;800;144;170;203;131;92;60;0
QP026003;1531;6653;36643;Montélimar;56,1;38,9;;19,2;;1,9;33,7;;13,3;11,2;475;1202;142;174;34;125;52;23;;570;85;109;164;101;68;43;0
QP026004;2718;6653;36643;Montélimar;45,2;31;27,3;17,7;23,8;1,2;67,3;;10,8;;1356;2079;201;957;76;122;25;221;57;537;118;85;115;89;82;48;0
QP026005;3797;6111;33632;Romans-sur-Isère;52,3;38,6;35,4;24;26,6;1,4;38,9;8,3;26,2;26,2;1012;2366;134;481;117;280;137;32;;948;141;134;258;199;121;95;0
QP026006;2189;13357;61767;Valence;55,5;37,8;35,1;22,2;23,6;1,5;45,2;;29,1;28,9;726;1562;157;378;49;142;54;37;;642;95;123;146;106;94;78;0
QP026007;8439;13357;61767;Valence;51,1;41,4;39,2;21,5;22,2;1,7;36,5;7;23,8;22,3;2379;6029;387;1049;229;714;372;107;58;2687;395;443;701;554;347;247;0
QP026008;1534;13357;61767;Valence;53,1;33,5;28,9;25,9;30,4;1,1;48,3;;11,7;;507;969;92;298;36;81;30;27;;343;68;63;76;58;54;24;0
QP026009;1195;13357;61767;Valence;54,7;42,9;;;;3,1;20,5;;10,8;9,8;369;989;94;132;24;119;59;22;;476;74;82;127;88;62;43;0
QP026010;3237;3237;12936;Pierrelatte;55,2;38,7;36,6;18,6;21,7;1,8;39,3;3,5;19,5;17,9;846;2020;151;375;77;243;103;35;;853;147;155;231;165;102;53;0
QP026011;1628;1628;6162;Loriol-sur-Drôme;51;38,2;37,4;18,2;19,1;1,7;44,6;3,2;13,9;10,9;391;929;89;169;21;112;36;46;;402;56;72;112;78;53;31;0
QP026012;926;926;6098;Saint-Rambert-d'Albon;51,3;39,4;39,3;20,6;21,8;1,6;28,6;6,3;29;27,9;235;639;36;79;18;102;40;14;;280;42;42;66;61;42;27;0
QP027001;3587;4575;24064;Vernon;51,4;42,1;38,4;16,1;18,1;2,2;29,2;9,4;28,9;28,5;909;2557;200;319;66;324;170;51;;1260;212;196;352;229;151;120;0
QP027002;988;4575;24064;Vernon;47,8;42,5;39,4;11,9;10,6;2,8;32,1;12,9;30,5;29;320;735;49;149;32;90;36;20;;291;57;50;72;32;39;41;0
QP027003;10501;14260;49722;Évreux;52,3;43,4;41,2;13,2;14,3;2,8;38,6;6,4;30,5;28,2;3508;8350;828;1606;236;838;384;189;10;3766;642;625;1007;703;445;344;0
QP027004;2356;14260;49722;Évreux;50,4;40,3;34,9;15,2;17,8;2,2;40,8;;25,6;25,3;809;1746;203;407;59;140;54;44;;740;124;112;197;137;93;77;0
QP027005;1403;14260;49722;Évreux;55,8;42,1;31,7;;;;56,6;;13;;491;1010;137;248;35;71;21;34;12;424;87;52;108;68;73;36;0
QP027006;1049;2411;18023;Louviers;52,3;36,1;34,9;;;1,6;25,7;5,9;21,9;22,8;388;907;86;162;40;100;36;19;;380;53;57;101;80;45;44;0
QP027007;1362;2411;18023;Louviers;54;41,9;39,1;;;2,5;29,9;;15,1;12,3;495;1193;120;204;36;135;53;31;;528;102;80;151;78;68;49;0
QP027008;7168;7168;12969;Val-de-Reuil;51,6;46;44,2;11,4;11,7;3,4;30;8,7;17,9;16;2030;5539;476;741;136;677;336;144;8;2689;393;418;720;538;362;258;0
QP027009;1359;1359;10275;Bernay;54,3;35,4;30,8;19,8;22;1,4;45,5;;3,4;2,2;451;942;127;207;34;83;15;37;;374;64;60;91;71;55;33;0
QP027010;1402;2699;10757;Pont-Audemer;58,7;38,9;34,2;18,7;22,7;1,7;47,3;2,7;3,5;3,5;469;963;125;233;29;82;21;30;;388;50;58;111;68;61;40;0
QP027011;1297;2699;10757;Pont-Audemer;57;33,9;31,4;20,1;20;1,4;40,9;1,7;1,2;0,2;453;960;114;212;39;88;22;31;;379;49;67;98;86;44;35;0
QP028001;1078;3058;12047;Vernouillet;50,2;39,1;;;;2,2;25,8;;14,2;12,2;309;939;68;91;24;126;71;8;;478;69;80;140;85;50;54;0
QP028002;2553;2553;38840;Chartres;50;42;38,6;15,9;14,6;2,2;36,9;9,2;24;23,8;628;1482;149;281;45;153;58;40;;647;96;95;160;142;90;64;0
QP028003;1934;4102;16149;Lucé;51,2;41,1;40;;;2,4;39,2;;20,6;19,4;667;1554;172;293;42;160;66;44;;682;113;127;173;139;65;65;0
QP028004;2168;4102;16149;Lucé;52,6;39,6;37;15;16,1;2,2;42,1;4,2;20,6;21,4;695;1680;188;293;40;174;70;36;;776;130;128;203;163;92;60;0
QP028005;2310;2310;10368;Mainvilliers;52,9;46,3;42,8;13,8;14,8;2,9;29,3;9,8;32,6;31,3;753;1882;205;301;61;186;83;36;;880;141;163;211;175;113;77;0
QP028006;4927;13779;43420;Dreux, Vernouillet;52,9;41,9;41,5;12,7;;2,8;32,7;6,1;21,2;20;1452;3558;295;634;101;422;184;51;;1572;255;270;396;297;197;157;0
QP028007;1289;10721;31373;Dreux;51,5;47;43,9;;;3,5;17,3;;16,1;19,8;324;1016;49;91;23;161;83;10;;508;82;83;151;98;60;34;0
QP028008;6485;10721;31373;Dreux;51;43,6;42,6;12,6;11,8;2,9;17,7;9,4;28,2;28,5;1873;5059;375;700;177;621;314;65;;2381;368;398;632;468;302;213;0
QP028009;2728;2728;13226;Châteaudun;52,7;34,8;33,9;21,1;22,5;1,3;45,3;;20,1;17,3;932;2025;192;462;85;193;81;61;;820;129;142;216;156;114;63;0
QP028010;1628;1628;10496;Nogent-le-Rotrou;59,4;38,4;35,8;23,4;26,8;1,3;51,8;;14,5;11,9;484;921;85;295;26;78;28;36;;330;53;49;73;62;53;40;0
QP029001;1229;1229;18867;Concarneau;56,6;32,6;;19,5;;1,4;62,2;;;;471;771;91;309;26;45;10;19;;234;30;29;60;43;38;34;0
QP029002;3792;3792;63532;Quimper;52,5;30,6;29;20,6;25,9;1,2;60,4;;15,5;13,5;1181;2272;214;697;85;185;74;57;12;831;122;126;218;159;120;86;0
QP029003;1205;17552;139386;Brest;52,4;39,3;28,2;20,7;27,3;1,7;46,6;;;;447;948;108;239;29;71;26;21;;397;58;55;109;74;51;50;0
QP029004;7357;17552;139386;Brest;54,7;37,3;34,2;17,1;20,9;1,7;49,5;;9,9;9,9;2727;5348;625;1543;149;410;135;186;236;2064;362;344;529;364;247;218;0
QP029005;2040;17552;139386;Brest;53,7;34,2;33,3;19,8;23,1;1,3;50,6;1,6;15,7;15,7;811;1579;162;461;62;126;45;46;7;575;96;111;126;123;65;54;0
QP029006;1168;17552;139386;Brest;52,4;41,4;35,5;17,7;25,2;;45,5;;12,6;11,3;337;876;113;145;10;69;39;24;;456;60;76;119;91;74;36;0
QP029007;2408;17552;139386;Brest;51,2;37,3;37,1;;;1,8;45,8;;23;22,1;940;2060;188;492;70;190;83;60;11;856;164;141;212;150;116;73;0
QP029008;1930;17552;139386;Brest;44,1;30,1;;19,2;28,9;0,8;68,5;0;13;13,6;801;1178;100;601;38;62;14;66;47;275;53;41;63;51;40;27;0
QP029009;1444;17552;139386;Brest;46,8;30,8;29,6;22,3;28,7;;64,7;;;;656;966;94;497;24;41;10;41;11;248;55;31;55;41;43;23;0
QP02A001;1012;1012;11354;Porto-Vecchio;53;44,6;;;;2,3;30,2;;27,4;30,8;207;571;29;73;23;82;43;;;261;19;29;61;74;42;36;0
QP02A002;1808;2833;67507;Ajaccio;54,7;31,9;24,7;24,4;27,6;1;21,6;;;;;;;;;;;;;;;;;;;;5
QP02A003;1025;2833;67507;Ajaccio;54;36,2;38,6;19,3;21,1;1,3;24,5;;36,9;31,6;163;471;32;40;14;77;28;13;;216;49;40;50;37;25;15;0
QP02B001;7310;10432;42254;Bastia;55,5;25,2;21,9;30,8;32,1;0,6;31,5;;11,6;10;2336;4089;424;1414;213;285;92;89;6;1257;163;166;299;287;191;151;0
QP02B002;3122;10432;42254;Bastia;51,4;26,3;25,9;26,6;26,4;0,8;28,4;;17,8;14,9;509;905;80;307;40;82;15;29;13;281;44;27;75;64;45;26;0
QP030001;14621;14621;40711;Alès;55,8;29,1;26;29,7;34;0,8;55,7;1,8;12;10,9;5683;10173;1068;3495;390;730;276;448;81;3350;479;500;811;644;470;446;0
QP030002;1134;1134;3377;Anduze;55,2;28,3;27;27,4;30,2;0,8;55,2;0,6;7,5;7,7;438;676;78;301;25;34;10;25;;180;27;18;41;41;24;29;0
QP030003;15597;37833;150564;Nîmes;51,2;49,1;46,6;14,5;15,3;2,9;22;11,2;27,3;28,1;4733;12944;978;1892;438;1425;769;260;229;6320;934;1003;1695;1149;794;745;0
QP030004;6862;37833;150564;Nîmes;51,2;33,3;33;19,7;21,7;1,1;61,6;;12,5;10,3;3147;4938;523;2188;160;276;56;314;396;1357;251;210;329;252;177;138;0
QP030005;7264;37833;150564;Nîmes;52,5;38,1;36,8;22,8;22,1;1,4;36;7,5;24,6;23,7;2344;5452;475;1054;236;579;229;88;14;2280;381;374;560;431;257;277;0
QP030006;3014;37833;150564;Nîmes;51,2;43,4;42,7;15,2;13,8;2,5;32;7,7;18,8;16,5;968;2474;168;424;63;313;143;48;;1126;196;201;272;196;156;105;0
QP030007;1722;37833;150564;Nîmes;56,9;32;29,3;22,1;26,1;1,1;50,1;;;;639;1313;152;327;30;130;39;49;8;514;90;84;131;79;68;62;0
QP030008;3374;37833;150564;Nîmes;49,1;43,4;37,8;14,3;14,5;2,6;30,9;6;18,5;17,1;897;2453;234;298;66;299;130;62;11;1191;188;180;315;243;134;131;0
QP030009;3272;3272;13641;Saint-Gilles;48,4;32,8;32,5;26,1;24,6;1,1;37,7;;31,1;30,2;762;1838;149;339;54;220;90;49;;802;146;118;193;170;95;80;0
QP030010;4006;4006;18218;Bagnols-sur-Cèze;51,9;36,1;32,4;22,6;25,5;1,3;45,4;4,1;25,3;25,6;1083;2273;173;611;82;217;118;41;;887;151;147;217;189;95;88;0
QP030011;1353;1353;10393;Pont-Saint-Esprit;49,5;29,1;31,2;26,8;28,3;0,8;56,9;;12,9;;459;885;100;253;32;74;22;45;;319;50;53;91;49;41;35;0
QP030012;1941;6315;16036;Beaucaire;52,2;36,7;34,2;21,8;25;1,4;32,5;;17,1;17,2;392;972;72;163;37;120;58;20;;427;72;78;100;79;50;48;0
QP030013;4374;6315;16036;Beaucaire;51,9;34,1;33,4;20,2;20,7;1,4;41,1;;27,1;24;1455;3059;307;741;93;314;108;137;8;1196;228;182;300;198;170;118;0
QP030014;1234;1234;3247;Saint-Ambroix;55,5;25,3;22,9;37,6;41,2;0,5;49;0,7;2,9;3,8;474;809;89;304;29;52;16;31;;255;31;42;61;57;32;32;0
QP030015;2734;2734;11195;Vauvert;54;39,1;37,9;20,2;20;1,7;31,9;5,2;17,7;17,1;698;1713;140;297;56;205;93;25;;751;88;107;212;159;109;76;0
QP030016;2421;3433;5176;La Grand-Combe;54;29,6;27,9;30,9;35,5;0,8;50,7;2,9;12,2;11;788;1581;153;463;47;125;62;35;6;618;85;92;158;136;87;60;0
QP030017;1012;3433;5176;La Grand-Combe;49,6;30,1;29,7;27,2;29,8;0,9;33,2;3,9;19;19,2;205;490;27;103;13;62;26;9;;209;31;37;62;43;18;18;0
QP030018;1261;1261;8573;Uzès;54,2;36,5;32,9;18,1;18,7;1,8;27;3,5;16,7;16,7;346;873;85;128;22;111;37;11;;391;46;47;98;91;71;38;0
QP031001;2938;4886;24725;Muret;52,6;41,6;36,6;13,4;16,8;2,7;39,1;3,1;19,2;17,1;1096;2515;324;479;56;237;95;60;6;1127;165;188;312;202;154;106;0
QP031002;1948;4886;24725;Muret;51,7;36,9;32,1;18,9;24,8;1,5;52,9;;18;13,6;732;1431;145;435;28;124;50;81;16;545;73;80;155;117;76;44;0
QP031003;1357;1357;11241;Saint-Gaudens;55,9;30,1;28,8;22;26,5;;69,7;;;;776;1238;119;542;39;76;21;98;21;361;78;48;82;76;43;34;0
QP031004;1613;1613;22969;Blagnac;52,5;40;33,3;16,6;21,1;2,1;39,2;3,8;19,6;21,6;484;1139;131;214;23;116;58;18;;517;58;84;135;101;69;70;0
QP031005;3011;4179;38302;Colomiers;53,1;35;32,3;22;25,4;1,4;37,9;;18,3;18,2;805;1898;218;337;54;196;66;37;;844;128;129;236;170;97;84;0
QP031006;1962;55543;458298;Toulouse;46,3;38,4;41,2;;;2,5;63,5;;22,4;21,2;969;1748;135;607;64;163;50;91;158;562;124;118;147;89;45;39;0
QP031007;31691;55543;458298;Toulouse;51,1;39,1;38;18,5;20,3;1,7;37,1;5,8;26,7;26,4;11569;27262;1784;5635;1037;3113;1496;668;566;11516;1889;1920;2980;2186;1376;1165;0
QP031008;2127;55543;458298;Toulouse;53,2;48,4;44,8;11,6;;;66,1;;22,5;22,7;920;1386;77;708;41;94;35;123;348;331;44;55;76;66;50;40;0
QP031009;1169;55543;458298;Toulouse;52,7;41,4;;;;;29,5;;19,9;16,4;381;897;89;174;20;98;45;24;;395;49;64;95;88;57;42;0
QP031010;5502;55543;458298;Toulouse;50;38,7;39,3;17,1;19,3;1,6;46,4;3,1;26;25,4;2391;4444;306;1471;204;410;138;154;161;1440;272;237;345;259;171;156;0
QP031011;2747;55543;458298;Toulouse;49;35,5;37,7;21,5;20,4;1,3;43,4;;28,3;24,2;1097;2232;166;631;82;218;78;75;28;832;126;137;215;163;106;85;0
QP031012;1549;55543;458298;Toulouse;56,8;42,8;;;;2,2;;;;;457;939;83;257;32;85;41;47;35;370;53;61;110;71;46;29;0
QP031013;1288;55543;458298;Toulouse;53,7;37,8;;;;;39;;;;553;1137;143;279;40;91;36;40;38;449;67;62;122;93;56;49;0
QP031014;2021;55543;458298;Toulouse;53,9;35,5;34,4;17,1;19,5;1,6;41,4;;17,5;19,4;747;1729;170;350;38;189;77;50;18;750;119;125;200;153;98;55;0
QP031015;3311;55543;458298;Toulouse;47,6;77,3;74,9;;;7,7;81,4;;18,3;20,1;;;;;;;;;;;;;;;;;5
