Libelle1;Libelle2;Localisation;voie;CP;CEDEXB;Ville;DEPT;INSEE;coordonnees_ban;coordonnees_insee;coordonnees_finales;code_bib;code_ua;Code region;Statut;surface;type_adresse;amplitude_horaire;pop_com
Médiathèque intercommunale Henri Briffod;;;55 Rue du Carroz;74130;;Bonneville;74;74042;46.077098, 6.407647;46.0739003968, 6.40868532191;46.077098,6.407647;3323.0;3323.0;84;Bibliothèque municipale;1618.0;Bibliothèque ouverte au public;37.0;13101.0
Médiathèque intercommunale de Chamonix-Mont-Blanc;Centrale de CHAMONIX;;99 Route de la Patinoire;74400;;Chamonix-Mont-Blanc;74;74056;45.926291, 6.87331;45.9309819111, 6.92360096711;45.926291,6.87331;3325.0;3325.0;84;Bibliothèque municipale;1955.0;Bibliothèque ouverte au public;23.0;9285.0
Bibliothèque Municipale de Charvonnex;;;663 Route de l'Eglise;74370;;Charvonnex;74;74062;45.976209, 6.158402;45.9825276436, 6.15767160259;45.976209,6.158402;9408.0;9408.0;84;Bibliothèque municipale;86.0;Bibliothèque ouverte au public;10.0;1297.0
Bibliothèque Municipale;;CHEF-LIEU;PLACE DE L'ÉGLISE;74270;;Chilly;74;74075;45.992583, 5.953513;45.9892543857, 5.95663892885;45.992583,5.953513;9415.0;9415.0;84;Bibliothèque municipale;65.0;Bibliothèque ouverte au public;4.0;1302.0
Mediatheque de l'Atelier;;MAIRIE DE CLUSES;1 PLACE CHARLES DE GAULLE;74302;Cedex;Cluses;74;74081;;46.0631088613, 6.57892080059;46.0631088613,6.57892080059;3327.0;3327.0;84;Bibliothèque municipale;580.0;Bibliothèque ouverte au public;35.5;17942.0
Bibliotheque Municipale Louis Briffod;;;49 Clos des Mésanges;74380;;Cranves-Sales;74;74094;46.185618, 6.290485;46.1974383697, 6.30389958032;46.185618,6.290485;9426.0;9426.0;84;Bibliothèque municipale;135.0;Bibliothèque ouverte au public;16.0;6804.0
Bibliotheque;FOYER COMMUNAL;;234 ROUTE D'AIX LES BAINS;74540;;Cusy;74;74097;45.763418, 6.028038;45.7584929074, 6.0333103006;45.763418,6.028038;9427.0;9427.0;84;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;10.0;1897.0
BIBLIOTHEQUE MUNICIPALE D'ELOISE;;FIOLAZ;243 Allée Des Rippes;01200;;Eloise;74;74109;46.087068, 5.840601;46.0837640303, 5.84669856092;46.087068,5.840601;3333.0;3333.0;84;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;5.0;856.0
Bibliothèque municipale La Crypte aux Livres - Metz-Tessy;La Crypte aux Livres;Mairie - Metz-Tessy;15 RUE DE LA GRENETTE;74370;;EPAGNY METZ-TESSY;74;74112;45.939106, 6.105855;45.9440370403, 6.08226977374;45.939106,6.105855;3348.0;3334.0;84;Bibliothèque municipale;466.0;Bibliothèque ouverte au public;16.5;7747.0
Médiathèque municipale d'Eteaux;;;263 Route du Chef Lieu;74800;;Eteaux;74;74116;46.065579, 6.293377;46.060819717, 6.26988707785;46.065579,6.293377;9433.0;9433.0;84;Bibliothèque municipale;250.0;Bibliothèque ouverte au public;15.0;1989.0
Médiathèque C.F. Ramuz;;PALAIS LUMIERE;RUE DU PORT;74500;;Evian-les-Bains;74;74119;46.40105, 6.592121;46.3924102379, 6.58612507528;46.40105,6.592121;3335.0;3335.0;84;Bibliothèque municipale;900.0;Bibliothèque ouverte au public;30.5;9217.0
Bibliothèque  Abel Jacquet;;;90 Chemin Pose des Bois;74160;;Feigères;74;74124;46.108819, 6.078034;46.1104409048, 6.07310572582;46.108819,6.078034;9436.0;9436.0;84;Bibliothèque municipale;87.0;Bibliothèque ouverte au public;5.5;1593.0
Bibliotheque Municipale;;;198 Rue de l'Eglise;74910;;Franclens;74;74130;46.042871, 5.829377;46.0440349953, 5.82444988041;46.042871,5.829377;3338.0;3338.0;84;Bibliothèque municipale;135.0;Bibliothèque ouverte au public;8.0;571.0
Bibliotheque Municipale;;Mairie;1 Place de l'Eglise;74420;;Habère-Poche;74;74140;46.248615, 6.471428;46.2555235551, 6.47324374853;46.248615,6.471428;9445.0;9445.0;84;Bibliothèque municipale;75.0;Bibliothèque ouverte au public;6.0;1409.0
Bibliotheque municipale de Larringes;;;17 Place du Village;74500;;Larringes;74;74146;46.369503, 6.572876;46.369808059, 6.58783064485;46.369503,6.572876;9450.0;9450.0;84;Bibliothèque municipale;25.0;Bibliothèque ouverte au public;3.0;1392.0
Bimul - Bibliotheque Municipale De Lornay;;;165 Route du Chef Lieu;74150;;Lornay;74;74151;45.916551, 5.901497;45.9107999793, 5.88954497297;45.916551,5.901497;9453.0;9453.0;84;Bibliothèque municipale;75.0;Bibliothèque ouverte au public;4.0;547.0
Bibliothèque de Lovagny;;;68 ROUTE DES GORGES;74330;;Lovagny;74;74152;45.903102, 6.031883;45.9038439081, 6.03434039234;45.903102,6.031883;9454.0;9454.0;84;Bibliothèque municipale;70.0;Bibliothèque ouverte au public;6.5;1277.0
Bibliothèque Municipale;;;2 Place de la Mairie;74500;;Lugrin;74;74154;46.403231, 6.673206;46.3933090904, 6.67397267401;46.403231,6.673206;9456.0;9456.0;84;Bibliothèque municipale;60.0;Bibliothèque ouverte au public;6.0;2457.0
Bibliothèque Municipale Chemins de Traverse;;;40 Chemin de la Pérouse;74270;;MARLIOZ;74;74168;46.032404, 6.010921;46.0270380688, 6.00829884912;46.032404,6.010921;9461.0;9461.0;84;Bibliothèque municipale;38.0;Bibliothèque ouverte au public;6.0;935.0
Bibliotheque - Mediatheque Municipale;;;255 RUE DU MIROIR;74500;;Maxilly-sur-Léman;74;74172;46.398947, 6.630559;46.393993609, 6.6339170176;46.398947,6.630559;9464.0;9464.0;84;Bibliothèque municipale;171.0;Bibliothèque ouverte au public;11.5;1357.0
Médiathèque de Megève;;PARVIS ANDRE MOLLARD;247 ROUTE DU PALAIS DES SPORTS;74120;;Megève;74;74173;45.860365, 6.619296;45.8401573581, 6.62348394015;45.860365,6.619296;3346.0;3346.0;84;Bibliothèque municipale;755.0;Bibliothèque ouverte au public;24.5;3356.0
Bibliothèque municipale de Messery;Espace Littorelle;MAIRIE;1 Rue la Cure;74140;;Messery;74;74180;46.35164, 6.293023;46.3456509574, 6.29932822194;46.35164,6.293023;3347.0;3347.0;84;Bibliothèque municipale;129.0;Bibliothèque ouverte au public;14.0;2244.0
Bibliothèque de Minzier;La ronde des livres;Chef-lieu;10 Place De la mairie;74270;;Minzier;74;74184;46.052245, 5.989099;46.0551645606, 5.99089024403;46.052245,5.989099;9467.0;9467.0;84;Bibliothèque municipale;80.0;Bibliothèque ouverte au public;4.5;996.0
Bibliotheque la Fontaine Aux Livres;;;20 CHEMIN DE L'ECOLE;74330;;Nonglard;74;74202;45.917716, 6.019171;45.9228803405, 6.02730833828;45.917716,6.019171;9477.0;9477.0;84;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;5.0;615.0
Bibliotheque Municipale;LE FORUM;;151 RUE CHARLES PERRAULT;74330;;POISY;74;74213;45.921345, 6.062343;45.9189291023, 6.06312526002;45.921345,6.062343;3355.0;3355.0;84;Bibliothèque municipale;350.0;Bibliothèque ouverte au public;16.0;7920.0
Médiathèque municipale de La Roche sur Foron;;;40 Rue du Collège;74800;;La Roche-sur-Foron;74;74224;46.066895, 6.315063;46.0431484138, 6.30107653595;46.066895,6.315063;9487.0;9487.0;84;Bibliothèque municipale;1660.0;Bibliothèque ouverte au public;25.5;12020.0
Médiathèque Ange Abrate;;;81 Place du Commissaire Chesney;74700;;Sallanches;74;74256;45.936383, 6.625748;45.9468155788, 6.60711053078;45.936383,6.625748;3360.0;3360.0;84;Bibliothèque municipale;2252.0;Bibliothèque ouverte au public;24.0;16722.0
Bibliothèque - Evires;route du Paradis;Evires;Route du Paradis;74570;;Fillière;74;74282;46.038152, 6.224794;45.9923733891, 6.28837579239;46.038152,6.224794;3336.0;9498.0;84;Bibliothèque municipale;;Bibliothèque ouverte au public;;9349.0
Bibliothèque - Aviernoz;Mairie d'Aviernoz - Chef-lieu;Aviernoz;Route du chef-lieu;74570;;Fillière;74;74282;46.008578, 6.236533;45.9923733891, 6.28837579239;46.008578,6.236533;9387.0;9498.0;84;Bibliothèque municipale;45.0;Bibliothèque ouverte au public;5.0;9349.0
Bibliotheque Municipale;;CHEF LIEU;45 Route des Châteaux;74250;;La Tour;74;74284;46.133342, 6.431098;46.1336564558, 6.43183287509;46.133342,6.431098;3373.0;3373.0;84;Bibliothèque municipale;43.0;Bibliothèque ouverte au public;4.0;1276.0
Bibliothèque;;Foyer rural - Chef-lieu;;74360;;Vacheresse;74;74286;46.323764, 6.673131;46.3228440674, 6.7065933809;46.323764,6.673131;9512.0;9512.0;84;Bibliothèque municipale;45.0;Bibliothèque ouverte au public;4.0;823.0
Bibliotheque Municipale;;B.P. 27;85 RUE DE LA GARE;74520;;Valleiry;74;74288;46.108704, 5.967526;46.1152145208, 5.97022697234;46.108704,5.967526;3374.0;3374.0;84;Bibliothèque municipale;105.0;Bibliothèque ouverte au public;15.5;4474.0
Bibliothèque de Villy-le-Pelloux;;;PLACE DE LA MAIRIE;74350;;Villy-le-Pelloux;74;74307;46.000397, 6.133043;46.0004341516, 6.13625958374;46.000397,6.133043;9520.0;9520.0;84;Bibliothèque municipale;35.0;Bibliothèque ouverte au public;5.0;947.0
Savoie-biblio Centre du Chablais;;CENTRE DE CHABLAIS;Domaine de Roverriaz;74140;;Yvoire;74;74315;46.366335, 6.347197;46.3635082871, 6.33214094024;46.366335,6.347197;4564.0;3278.0;84;Bibliothèque départementale;;Bibliothèque ouverte au public;;971.0
Bibliothèque Arthur Rimbaud;;Mairie;2 place Baudoyer;75004;;Paris;75;75056;48.856164, 2.355667;48.8567, 2.3508;48.856164,2.355667;10217.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Bibliothèque Andrée Chedid;;;36-40 rue Emériau;75015;;Paris;75;75056;48.849719, 2.286142;48.8567, 2.3508;48.849719,2.286142;10218.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Bibliothèque Benjamin Rabier;;;141 avenue de Flandre;75019;;Paris;75;75056;48.892693, 2.379145;48.8567, 2.3508;48.892693,2.379145;10219.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Bibliothèque Buffon;;;15 bis rue Buffon;75005;;Paris;75;75056;48.842548, 2.361878;48.8567, 2.3508;48.842548,2.361878;10220.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Bibliothèque Colette Vivier;;;6 rue Fourneyron;75017;;Paris;75;75056;48.889909, 2.319425;48.8567, 2.3508;48.889909,2.319425;10226.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Bibliothèque Germaine Tillion;;;6 rue du commandant Schloesing;75116;;Paris;75;75056;48.861826, 2.28424;48.8567, 2.3508;48.861826,2.28424;10237.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Bibliothèque Hergé;;;2-4 rue du Département;75019;;Paris;75;75056;48.885128, 2.366971;48.8567, 2.3508;48.885128,2.366971;10241.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Bibliothèque de l'heure joyeuse;;;6-12 rue des Prêtres saint-Séverin;75005;;Paris;75;75056;48.851892, 2.344962;48.8567, 2.3508;48.851892,2.344962;10263.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Médiathèque Hélène Berr;;;70 rue de Picpus;75012;;Paris;75;75056;48.842554, 2.397478;48.8567, 2.3508;48.842554,2.397478;10265.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Bilbiothèque du cinéma François Truffaut;;Forum des Halles;4 rue du cinéma;75001;;Paris;75;75056;48.860311, 2.343633;48.8567, 2.3508;48.860311,2.343633;18962.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Bibliothèque du tourisme et des voyages;;Bibliothèque Germaine Tillion;6 rue du Commandant Schloesing;75116;;Paris;75;75056;;48.8567, 2.3508;48.8567,2.3508;18969.0;3377.0;;Bibliothèque municipale;;Bibliothèque ouverte au public;;2228409.0
Bibliothèque municipale;;Mairie - Salle polyvalente;20 rue de la mairie;76370;;Ancourt;76;76008;49.909189, 1.179332;49.9085547953, 1.17898885458;49.909189,1.179332;11271.0;11271.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;692.0
Bibliothèque Municipale;;;22 rue Claude Damois;76390;;Aumale;76;76035;49.768401, 1.751329;49.7693741515, 1.7549467172;49.768401,1.751329;11275.0;11275.0;28;Bibliothèque municipale;176.0;Bibliothèque ouverte au public;20.0;2257.0
Bibliothèque Municipale;;;217 Place du M;76850;;Bosc-le-Hard;76;76125;49.625845, 1.175658;49.6217325927, 1.18584148284;49.625845,1.175658;11293.0;11293.0;28;Bibliothèque municipale;120.0;Bibliothèque ouverte au public;11.0;1483.0
Bibliothèque Intercommunale Anatole Loth;;;Route de Dieppe;76740;;LE BOURG DUN;76;76133;49.865451, 0.886488;49.8702714225, 0.892619905742;49.865451,0.886488;3387.0;3387.0;28;Bibliothèque municipale;56.0;Bibliothèque ouverte au public;9.0;428.0
Bibliothèque municipale;;Espace culturel Paul Delahaye;855 rue de la Sucrerie;76400;;Colleville;76;76183;49.748704, 0.448722;49.7521780135, 0.456999133125;49.748704,0.448722;4503.0;4503.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;779.0
Bibliothèque associative La Poststrophe;;;1 Route de Vergetot;76280;;Criquetot-l'Esneval;76;76196;49.6432, 0.266286;49.6368976314, 0.267256823933;49.6432,0.266286;12420.0;12420.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;2612.0
MEDIATHEQUE;FRANCIS SENECAL;;70 RUE DU BOIS D'YCLON;76680;;CRITOT;76;76200;49.613287, 1.246946;49.6148645766, 1.24444787117;49.613287,1.246946;3395.0;3395.0;28;Bibliothèque municipale;140.0;Bibliothèque ouverte au public;11.0;506.0
Médiatheque Municipale;ANNE FRANK;;2 PLACE FRANCOIS MITTERRAND;76250;;Déville-lès-Rouen;76;76216;49.469606, 1.050084;49.4661147987, 1.0514305734;49.469606,1.050084;3396.0;3396.0;28;Bibliothèque municipale;1100.0;Bibliothèque ouverte au public;26.5;10473.0
Bibliothèque De Esteville;;;rue de la Mairie;76690;;Esteville;76;76247;49.605742, 1.223392;49.6091932343, 1.21578651465;49.605742,1.223392;11317.0;11317.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;520.0
A.S.L.F. section Bibliotheque;;Mairie;1 rue Charles Gervais;76220;;Ferrières-en-Bray;76;76260;49.482418, 1.745538;49.4862193398, 1.75819614475;49.482418,1.745538;11321.0;11321.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;1715.0
Bibliotheque Municipale;LOUIS ARAGON;BP 431;RUE LOUIS ARAGON;76700;;Gainneville;76;76296;49.51641, 0.269315;49.5177433404, 0.255469072963;49.51641,0.269315;3408.0;3408.0;28;Bibliothèque municipale;177.0;Bibliothèque ouverte au public;12.0;2632.0
Bibliothèque Municipale De Gouy;;;600 rue des canadiens;76520;;Gouy;76;76313;49.354643, 1.148222;49.3576284402, 1.14309716518;49.354643,1.148222;11332.0;11332.0;28;Bibliothèque municipale;25.0;Bibliothèque ouverte au public;4.5;837.0
Bibliothèque de Rouelles;;;3 rue de la Bouteillerie;76610;;Le Havre;76;76351;49.522119, 0.163222;49.498452502, 0.140153719153;49.522119,0.163222;6003.0;3417.0;28;Bibliothèque municipale classée;;Bibliothèque ouverte au public;;174911.0
Bibliothèque de Graville;;;161 rue de Verdun;76600;;Le Havre;76;76351;49.502334, 0.160433;49.498452502, 0.140153719153;49.502334,0.160433;6005.0;3417.0;28;Bibliothèque municipale classée;;Bibliothèque ouverte au public;;174911.0
Relais Lecture Soquence;;Fabrique de Soquence;375 RUE DE VERDUN;76600;;Le Havre;76;76351;49.502437, 0.175326;49.498452502, 0.140153719153;49.502437,0.175326;14395.0;3417.0;28;Bibliothèque municipale classée;;Bibliothèque ouverte au public;;174911.0
Bibliobus;;;17 RUE JULES LECESNE;76600;;LE HAVRE;76;76351;49.493956, 0.111625;49.498452502, 0.140153719153;49.493956,0.111625;14396.0;3417.0;28;Bibliothèque municipale classée;;Bibliothèque ouverte au public;;174911.0
Bibliotheque Municipale;;MAIRIE;RUE DU STADE;76840;;Hénouville;76;76354;49.479488, 0.959534;49.4750504907, 0.951322211324;49.479488,0.959534;3418.0;3418.0;28;Bibliothèque municipale;70.0;Bibliothèque ouverte au public;3.0;1260.0
Bibliothèque Municipale;municipale;;74 CHEMIN DES;76690;;La Houssaye-Béranger;76;76369;49.632827, 1.084907;49.629530026, 1.08374590785;49.632827,1.084907;11341.0;11341.0;28;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;6.5;543.0
Médiathèque Atout Lire;;;2 Rue Mainberte;76480;;JUMIEGES;76;76378;49.434017, 0.820401;49.427073553, 0.831659847193;49.434017,0.820401;3420.0;3420.0;28;Bibliothèque municipale;120.0;Bibliothèque ouverte au public;15.0;1789.0
Bibliothèque municipale;;;7A place de l'Eglise;76110;;Manneville-la-Goupil;76;76408;49.610166, 0.354689;49.6116014086, 0.347552661099;49.610166,0.354689;12421.0;12421.0;28;Bibliothèque municipale;85.0;Bibliothèque ouverte au public;7.0;1028.0
Mediatheque Municipale;JACQUES PREVERT;;BOULEVARD ALBERT CHARVET;76270;;Neufchâtel-en-Bray;76;76462;49.733853, 1.438879;49.7402537882, 1.44657170543;49.733853,1.438879;4719.0;4719.0;28;Bibliothèque municipale;597.0;Bibliothèque ouverte au public;26.0;4964.0
Bibliotheque Municipale;Mathilde-de-Rouvres;;1 RUE VICTOR HUGO;76960;;Notre-Dame-de-Bondeville;76;76474;49.489683, 1.047918;49.4876258547, 1.05409073617;49.489683,1.047918;3431.0;3431.0;28;Bibliothèque municipale;700.0;Bibliothèque ouverte au public;19.0;7230.0
Médiathèque Municipale;JEAN ARAMBEL;;AVENUE DE LA HETRAIE;76550;;Offranville;76;76482;49.873414, 1.046901;49.8711707003, 1.03537309213;49.873414,1.046901;3433.0;3433.0;28;Bibliothèque municipale;460.0;Bibliothèque ouverte au public;26.0;3305.0
Bibliotheque Municipale De Preaux;Mairie de Préaux;;1 place de la mairie;76160;;PREAUX;76;76509;49.491647, 1.213688;49.4871501461, 1.2158124042;49.491647,1.213688;11362.0;11362.0;28;Bibliothèque municipale;55.0;Bibliothèque ouverte au public;4.0;1836.0
Bibliotheque Municipale;;;614 RUE ANDRE MARIE;76570;;Sainte-Austreberthe;76;76566;49.59782, 0.974482;49.6017062639, 0.972327447526;49.59782,0.974482;3457.0;3457.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;625.0
Bibliotheque Georges-Dezire;;;271 RUE DE PARIS;76800;;Saint-Etienne-Du-Rouvray;76;76575;49.383986, 1.106908;49.3814944369, 1.08976892912;49.383986,1.106908;6016.0;3446.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;28949.0
Bibliothèque Municipale;;;place de l'Eglise;76150;;Saint-Jean-du-Cardonnay;76;76594;49.506214, 1.006548;49.4997223949, 1.01068314715;49.506214,1.006548;11380.0;11380.0;28;Bibliothèque municipale;27.0;Bibliothèque ouverte au public;4.0;1400.0
Bibliothèque municipale Michel Bourdais;;Centre Socio-Culturel;Place de l'église;76480;;Sainte-Marguerite-sur-Duclair;76;76608;49.509412, 0.841768;49.5122889935, 0.821700775963;49.509412,0.841768;11384.0;11384.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;1988.0
Bibliiotheque Municipale;;;ROUTE DE LA VALLEE;76160;;Saint-Martin-du-Vivier;76;76617;49.469785, 1.163629;49.470396647, 1.15533430797;49.469785,1.163629;3449.0;3449.0;28;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;6.3;1730.0
Médiathèques en réseau Falaises du Talou;Saint Nicolas d'Aliermont;;4 PLACE DE LA LIBERATION;76510;;Saint-Nicolas-d'Aliermont;76;76624;49.878878, 1.221132;49.874204912, 1.23753225509;49.878878,1.221132;3450.0;3450.0;28;Bibliothèque municipale;450.0;Bibliothèque ouverte au public;15.0;3770.0
Bibliothèque Municipale;;;GRANDE RUE;76170;;Saint-Nicolas-de-la-Taille;76;76627;49.514232, 0.473077;49.5142461624, 0.469748142388;49.514232,0.473077;11388.0;11388.0;28;Bibliothèque municipale;50.0;Bibliothèque ouverte au public;6.0;1508.0
Bibliotheque Municipale;Simone et Jacques Vallès;Espace Le Vivier;;76680;;Saint-Saëns;76;76648;49.672059, 1.283006;49.6745670639, 1.27720644287;49.672059,1.283006;3454.0;3454.0;28;Bibliothèque municipale;150.0;Bibliothèque ouverte au public;13.5;2534.0
Bibliotheque Municipale;;;CLUB DES JEUNES;76430;;Saint-Vincent-Cramesnil;76;76658;49.510085, 0.382331;49.5089339336, 0.359848659438;49.510085,0.382331;3456.0;3456.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;651.0
Bibliotheque Municipale;;;110 rue des Déportés;76300;;Sotteville-lès-Rouen;76;76681;49.41557, 1.087646;49.4104887444, 1.09509946531;49.41557,1.087646;3444.0;3444.0;28;Bibliothèque municipale;2480.0;Bibliothèque ouverte au public;30.0;29813.0
Bibliothèque Municipale De Tancarville;;;3 route de Saint Romain;76430;;Tancarville;76;76684;49.489664, 0.447165;49.4813646581, 0.451857547923;49.489664,0.447165;11399.0;11399.0;28;Bibliothèque municipale;91.0;Bibliothèque ouverte au public;10.0;1322.0
Bibliotheque Municipale;;MAIRIE;;76590;;Torcy-le-Grand;76;76697;49.799001, 1.174615;49.7943785758, 1.17719285853;49.799001,1.174615;3458.0;3458.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;769.0
Mediatheque Municipale Pierre Perret;;;PLACE DE LA COMMUNE DE PARIS;76410;;Tourville-la-Rivière;76;76705;49.331169, 1.109052;49.3274627821, 1.09185339831;49.331169,1.109052;4752.0;4752.0;28;Bibliothèque municipale;249.0;Bibliothèque ouverte au public;18.0;2539.0
Bibliothèque Gérard Philipe;;;rue Pasteur;76580;;Le Trait;76;76709;49.485654, 0.806343;49.4842765452, 0.81921057836;49.485654,0.806343;3459.0;3459.0;28;Bibliothèque municipale;484.0;Bibliothèque ouverte au public;22.0;5169.0
CENTRE DE LOISIRS CULTURELS DE TURRETOT;;;10 Place des loisirs;76280;;TURRETOT;76;76716;49.604699, 0.232001;49.6100649782, 0.240595892185;49.604699,0.232001;11406.0;11406.0;28;Bibliothèque municipale;65.0;Bibliothèque ouverte au public;8.0;1512.0
Bibliothèque municipale;;;1 place Fernand Auger;76640;;Yébleron;76;76751;49.632913, 0.537281;49.630973351, 0.53381785323;49.632913,0.537281;11416.0;11416.0;28;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;10.0;1350.0
